date,published_at,source_id,source_name,author,content,title,url,url_image
2021-08-09,2021-08-09T20:21:00,reuters,Reuters,Gertrude Chavez-dreyfuss,"A representation of cryptocurrency Bitcoin is seen in this illustration taken August 6, 2021. REUTERS/Dado Ruvic/IllustrationNEW YORK, Aug 9 (Reuters) - Bitcoin investment products and funds register… [+2160 chars]","Bitcoin, cryptos post 5th straight week of outflows -CoinShares data - Reuters",https://www.reuters.com/technology/bitcoin-cryptos-post-5th-straight-week-outflows-coinshares-data-2021-08-09/,https://www.reuters.com/resizer/_5lTYPm4R5fFav9Ag5rmRlahRis=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7YZMDMXDOVMOZNMBSLVCED2KEU.jpg
2021-08-09,2021-08-09T10:00:00,,MarketBeat,Melissa Brock,"August
9, 2021
6 min read
This story originally appeared on MarketBeatThink you might want to invest in cryptocurrency? It should be a part of your portfolio: 1. As long as you can afford to lose … [+6702 chars]",Why You Might Want to Look into Cryptocurrencies to Build Long-Term Wealth (and Why You Might Not),https://www.marketbeat.com/originals/why-you-might-want-to-look-into-cryptocurrencies-to-build-long-term-wealth-and-why-you-might-not/?utm_source=entrepreneurcom&amp;amp;utm_medium=entrepreneurcom,https://assets.entrepreneur.com/providers/marketbeat/hero-image-marketbeat-379674.jpeg
2021-08-09,2021-08-09T18:25:15,the-verge,The Verge,Makena Kelly,"Notably, Sen. Ron Wydens name is absent
Photo By Tom Williams/CQ-Roll Call, Inc via Getty Images
A bipartisan group of senators reached an agreement Monday on a cryptocurrency tax reporting require… [+2482 chars]",Senators reach deal over cryptocurrency tax reporting in infrastructure package,https://www.theverge.com/2021/8/9/22617055/infrastructure-cryptocurrency-deal-reporting-lummis-wyden-schumer,https://cdn.vox-cdn.com/thumbor/_KL1oG5W3VkORjAB_GsH42paSEc=/0x388:5414x3223/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22771741/1234592087.jpg
2021-08-09,2021-08-09T15:00:00,,BeInCrypto,Julia Magas,"August
9, 2021
4 min read
This story originally appeared on be[IN]cryptoThe Internal Revenue Service in the United States is again playing good and bad cop with Americans. These ambiguous tax bill… [+4440 chars]",Latest Cryptocurrency Tax Moves in the U.S. Explained,https://beincrypto.com/latest-cryptocurrency-tax-moves-in-the-u-s-explained/,https://assets.entrepreneur.com/providers/be-in-crypto/hero-image-be-in-crypto-379717.jpeg
2021-08-09,2021-08-09T00:09:00,,MarketWatch,Mike Murphy,"The price of bitcoin met resistance as it closed in on its 200-day moving average Sunday.Bitcoin 
 BTCUSD,
 -1.09%
rallied as high as $44,575 early Sunday almost hitting its 200-day moving average… [+1094 chars]",Crypto: Bitcoin rally meets resistance as price approaches its 200-day moving average,https://www.marketwatch.com/story/bitcoin-rally-meets-resistance-as-price-approaches-its-200-day-moving-average-11628467797,https://images.mktw.net/im-360625/social
2021-08-09,2021-08-09T21:59:56,,HYPEBEAST,"info@hypebeast.com (HYPEBEAST), HYPEBEAST","Voice is an emerging company that will be launching the first environmentally friendly NFT platform later this month. The service is carbon-neutral and allows one to use a credit card, instead of the… [+1405 chars]",Voice Will Launch the First Environmentally Friendly NFT Platform,https://hypebeast.com/2021/8/voice-carbon-neutral-environmentally-friendly-nft-platform,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fvoice-carbon-neutral-environmentally-friendly-nft-platform-tw.jpg?w=960&cbr=1&q=90&fit=max
2021-08-09,2021-08-09T17:39:00,reuters,Reuters,Gertrude Chavez-dreyfuss,"NEW YORK, Aug 9 (Reuters) - The U.S. Securities and Exchange Commission said on Monday Poloniex has agreed to pay roughly $10.4 million to settle charges of operating as an unlicensed cryptocurrency … [+1637 chars]",Crypto exchange Poloniex agrees to pay $10.4 mln to settle U.S. SEC charges - Reuters,https://www.reuters.com/technology/crypto-exchange-poloniex-agrees-pay-104-mln-settle-us-sec-charges-2021-08-09/,https://www.reuters.com/resizer/8SBuDO-e3JITHCNLzdeMxHq5Xqw=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JTW4IUGAZNJANGPFSYSQVWAFA4.jpg
2021-08-09,2021-08-09T18:03:00,reuters,Reuters,Reuters,U.S. Treasury Secretary Janet Yellen answers questions during the Senate Appropriations Subcommittee hearing to examine the FY22 budget request for the Treasury Department on Capitol Hill in Washingt… [+669 chars],U.S. infrastructure bill's cryptocurrency amendment to provide clarity on taxes -Yellen - Reuters,https://www.reuters.com/world/us/us-infrastructure-bills-cryptocurrency-amendment-provide-clarity-taxes-yellen-2021-08-09/,https://www.reuters.com/resizer/vMekpe3IhBj_hU5Op_eg4vB-Fag=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WLR5OFL2NVJMDGFYFSKQRIA2GY.jpg
2021-08-09,2021-08-09T18:40:00,reuters,Reuters,Jody Godoy,"The company and law firm names shown above are generated automatically based on the text of the article. We are improving this feature as we continue to test and develop in beta. We welcome feedback,… [+2694 chars]",SEC's 'crypto mom' blasts $10.4 mln penalty for trading platform - Reuters,https://www.reuters.com/legal/government/secs-crypto-mom-blasts-104-mln-penalty-trading-platform-2021-08-09/,https://www.reuters.com/resizer/Y4KurtUNfSAEACvpgkF5meKhS-o=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QK3LJAGUD5NEDAUMLMAIHB5WAA.jpg
2021-08-09,2021-08-09T16:06:00,,Motley Fool,newsfeedback@fool.com (Rich Smith),"What happened
Cryptocurrency prices roared higher in Monday-morning trading, with Ethereum (CRYPTO:ETH) up 3.7% since midnight Sunday, Bitcoin (CRYPTO:BTC) up 4.4%, and Dogecoin (CRYPTO:DOGE) doing … [+3061 chars]","Why Bitcoin, Ethereum, and Dogecoin All Popped on Monday",https://www.fool.com/investing/2021/08/09/why-bitcoin-ethereum-and-dogecoin-popped-monday/,https://g.foolcdn.com/editorial/images/638353/us-flag-flying-next-to-a-flag-emblazoned-with-the-bitcoin-symbol.jpg
