date,published_at,source_id,source_name,author,content,title,url,url_image
2021-08-15,2021-08-15T10:34:00,,Slashdot.org,EditorDavid,"Miners are the heart of a system known as proof of work. It was pioneered by Bitcoin and adopted by Ethereum, and has come under increasing criticism for its environmental impact: Bitcoin miners now … [+1457 chars]",Ethereum's Cryptocurrency Will 'Jettison' Mining for Speedier Proof-of-Stake,https://news.slashdot.org/story/21/08/15/048212/ethereums-cryptocurrency-will-jettison-mining-for-speedier-proof-of-stake,https://a.fsdn.com/sd/topics/money_64.png
2021-08-15,2021-08-15T13:58:48,business-insider,Business Insider,hrobertson@businessinsider.com (Harry Robertson),"The ethereum network runs the ether cryptocurrency, the second-biggest after bitcoin.
Dado Ruvic/Reuters
More than $144 million worth of ether has been burned since an overhaul of the fee system on… [+2126 chars]",More than $144 million of ether has been burned since major network upgrades hit ethereum last week,https://markets.businessinsider.com/news/stocks/ether-burn-ethereum-crypto-upgrade-eip1559-london-hard-fork-price-2021-8,https://images2.markets.businessinsider.com/61168176c040ad0018ce298e?format=jpeg
2021-08-15,2021-08-15T13:43:30,business-insider,Business Insider,hrobertson@businessinsider.com (Harry Robertson),"Cryptocurrencies have been on a wild ride in 2021.
Yuriko Nakao/Getty Images
The market capitalization of the cryptocurrency universe has broken the $2 trillion barrier for the first time since May… [+2169 chars]",Cryptocurrencies' market cap has risen above $2 trillion for the first time since May as bitcoin rebounds,https://markets.businessinsider.com/news/stocks/crypto-market-cap-2-trillion-bitcoin-ether-ada-rebound-2021-8,https://images2.markets.businessinsider.com/611912163dd01000199dc0ec?format=jpeg
2021-08-15,2021-08-15T12:31:43,business-insider,Business Insider,hrobertson@businessinsider.com (Harry Robertson),"Billionaire entrepreneur Mark Cuban's claim that dogecoin is the strongest cryptocurrency as a medium of exchange has been backed up by long-time doge fan Elon Musk.
Cuban told CNBC last week that ""… [+1866 chars]",Elon Musk backs Mark Cuban's claim that dogecoin is the best cryptocurrency as a medium of exchange,https://www.businessinsider.com/elon-musk-mark-cuban-dogecoin-cryptocurrency-exchange-dallas-mavericks-2021-8,https://i.insider.com/61190069c040ad0018ce5f32?width=1200&format=jpeg
2021-08-15,2021-08-15T11:26:44,business-insider,Business Insider,hrobertson@businessinsider.com (Harry Robertson),"Dogecoin may not be heading to the moon but it's heading to the Premier League.
Players for Watford FC, which was promoted to the world's richest soccer league this year, will wear a dogecoin logo o… [+2118 chars]","A Premier League soccer team will sport the dogecoin logo on its jerseys as the meme token hits the soccer world, report says",https://www.businessinsider.com/dogecoin-watford-fc-premier-league-soccer-crypto-2021-8,https://i.insider.com/60801ea944f4540019207e5a?width=1200&format=jpeg
2021-08-15,2021-08-15T20:29:13,engadget,Engadget,Jon Fingas,"T-Mobile is grappling with yet another reported data breach. The carrier told Motherboard in a statement that it's investigating an ""underground forum"" member's claims that they're selling data for o… [+1118 chars]",T-Mobile investigates claims of giant customer data breach,https://www.engadget.com/t-mobile-data-breach-investigation-202913474.html,https://s.yimg.com/os/creatr-uploaded-images/2021-08/86bb4930-fe03-11eb-850f-41793e0d4d92
2021-08-15,2021-08-15T13:58:48,business-insider,Business Insider,hrobertson@businessinsider.com (Harry Robertson),"More than $144 million worth of ether has been burned since an overhaul of the fee system on the ethereum network went live on August 5.
As of Sunday, over 45,799 ether had been burned, according to… [+2017 chars]",More than $144 million of ether has been burned since major network upgrades hit ethereum last week,https://www.businessinsider.com/ether-burn-ethereum-crypto-upgrade-eip1559-london-hard-fork-price-2021-8,https://i.insider.com/61168176c040ad0018ce298e?width=1200&format=jpeg
2021-08-15,2021-08-15T19:00:39,,Android Authority,Calvin Wankhede,"Cryptocurrencies such as Bitcoin have exploded in terms of valuation and popularity of late. Since the markets crossover to the mainstream in the early-2010s, over a hundred million cryptocurrency wa… [+16198 chars]",How to buy cryptocurrency: A definitive guide to cryptocurrency investing,https://www.androidauthority.com/how-to-invest-in-cryptocurrency-1657443/,https://cdn57.androidauthority.net/wp-content/uploads/2021/07/Bitcoin-stock-photo-3.jpg
2021-08-15,2021-08-15T03:39:11,,HYPEBEAST,"info@hypebeast.com (HYPEBEAST), HYPEBEAST","Following its release of four NFT magazine covers and announcement that it will accept cryptocurrency payments for subscriptions, TIME has revealed its most exciting crypto-related project yet in col… [+2044 chars]",'TIME' and Cool Cats Are Holding a Meme Competition for Limited-Edition NFTs,https://hypebeast.com/2021/8/time-and-cool-cats-are-holding-a-meme-competition-for-limited-edition-nfts,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Ftime-magazine-cool-cats-nft-give-away-tw.jpg?w=960&cbr=1&q=90&fit=max
2021-08-15,2021-08-15T10:30:00,,Motley Fool,newsfeedback@fool.com (Katie Brockman),"There are few investments as divisive as cryptocurrency. While some people are convinced it's going to change the world, others strongly believe it's going to crash and burn.
Even the experts can't … [+3187 chars]",3 Reasons I'm Investing in Cryptocurrency,https://www.fool.com/investing/2021/08/15/3-reasons-im-investing-in-cryptocurrency/,https://g.foolcdn.com/editorial/images/638980/bitcoin-symbol-on-a-stack-of-coins.jpg
2021-08-15,2021-08-15T14:14:11,business-insider,Business Insider,ilee@insider.com (Isabelle Lee),"Binance was ordered by the London High Court to track the hackers behind the $2.6 million cryptocurrency heist and freeze their accounts, Reuters first reported. 
The judgment was made public recent… [+1951 chars]",Binance ordered by London High Court to track the hackers behind the $2.6 million crypto heist,https://www.businessinsider.com/binance-london-court-track-hackers-2-6-million-cryptocurrency-heist-2021-8,https://i.insider.com/61002ceaf350d50019592d59?width=1200&format=jpeg
2021-08-15,2021-08-15T17:06:00,reuters,Reuters,Reuters,"A T-Mobile logo is seen on the storefront door of a store in Manhattan, New York, U.S., April 30, 2018. REUTERS/Shannon Stapleton/File Photo/File PhotoAug 15 (Reuters) - T-Mobile (TMUS.O) is investig… [+1208 chars]",T-Mobile investigating claims of customer data breach - Vice - Reuters,https://www.reuters.com/business/media-telecom/t-mobile-investigating-claims-customer-data-breach-vice-2021-08-15/,https://www.reuters.com/resizer/irDqtqnoyJNvdKEXLc-uuCMcDD8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JXPQO5AKLRJQTCUMJKJBFHSQPU.jpg
2021-08-15,2021-08-15T14:30:00,,Motley Fool,newsfeedback@fool.com (Zhiyuan Sun),"Cardano (CRYPTO:ADA) is a cryptocurrency that rapidly gained traction after its launch on Sept. 27, 2017.  Since then, the token has returned a stunning 7,080% to investors, far outpacing Bitcoin's (… [+4538 chars]",Should You Invest in Cardano?,https://www.fool.com/investing/2021/08/15/should-you-invest-in-cardano/,https://g.foolcdn.com/editorial/images/636554/gettyimages-1001827980.jpg
2021-08-15,2021-08-15T18:07:27,business-insider,Business Insider,ilee@insider.com (Isabelle Lee),"Antonio Villas-Boas/Business Insider
T-Mobile on Sunday said it is looking into an alleged massive data breach compromising over 100 million users based on a claim made in an underground forum post,… [+1699 chars]",T-Mobile is investigating an alleged data breach affecting 100 million users - and the hacker is offering private data in exchange for bitcoin,https://markets.businessinsider.com/news/stocks/t-mobile-data-breach-bitcoin-100-million-users-forum-post-2021-8,https://images2.markets.businessinsider.com/611951f43dd01000199dc426?format=jpeg
2021-08-15,2021-08-15T10:10:00,,Forbes,"Billy Bambrough, Senior Contributor, 
 Billy Bambrough, Senior Contributor
 https://www.forbes.com/sites/billybambrough/","Bitcoin and cryptocurrency prices have soared across the board over the last week, with the combined crypto market capitalization again passing the $2 trillion level. 
The price of the meme-based, s… [+2836 chars]",Dogecoin ‘Strongest’ Among Bitcoin And Crypto—Billionaires Elon Musk And Mark Cuban Help The Doge Price Soar,https://www.forbes.com/sites/billybambrough/2021/08/15/dogecoin-strongest-among-bitcoin-and-crypto-billionaires-elon-musk-and-mark-cuban-help-the-doge-price-soar/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F60c64fa7ab58a662f3764dfa%2F0x0.jpg
2021-08-15,2021-08-15T21:00:00,,Forbes,"Kenneth Rapoza, Senior Contributor, 
 Kenneth Rapoza, Senior Contributor
 https://www.forbes.com/sites/kenrapoza/","Enjin Coin helps power the non-fungible token economy on the Ethereum blockchain. Yes, people fork ... [+] over hundreds of dollars to pay for magical swords for use in video games. For this, Enjin i… [+10004 chars]","Enjin Coin: All About Fake Swords, Fake Real Estate, And NFTs Near Future",https://www.forbes.com/sites/kenrapoza/2021/08/15/enjin-coin-all-about-fake-swords-fake-real-estate-and-nfts-near-future/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F61192b01efcf4318292edc62%2F0x0.jpg
2021-08-15,2021-08-15T07:28:42,,Seeking Alpha,Zvi Bar,"adventtr/iStock via Getty Images
Last year, I proposed that Bitcoin investors consider the best in class domestic publicly traded Bitcoin miners. I now believe that high quality Canadian Bitcoin min… [+7079 chars]",Hut 8 Mining: Running A Bitcoin Hail Mary Play,https://seekingalpha.com/article/4449516-hut-8-mining-running-a-bitcoin-hail-mary-play,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1178277803/large_image_1178277803.jpg
2021-08-15,2021-08-15T09:09:08,,Daily Beast,Sam Brodey,"As the Senate was nearing the finish line on its massive infrastructure bill last week, the very online and very intense world of cryptocurrency was looking to Capitol Hill and getting antsy.
In ord… [+11638 chars]","Crypto’s New Hero Is a MAGA-Loving, Rookie Senator",https://www.thedailybeast.com/cryptos-new-hero-is-maga-loving-rookie-senator-cynthia-lummis,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_1688,w_3000,x_0,y_0/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1628985451/download_4_yfezda"
2021-08-15,2021-08-15T11:48:01,,Torrentfreak.com,Ernesto Van der Sar,"Microsoft is one of the worlds most prominent copyright holders with a vast experience in fighting piracy. The company is part of the Software Alliance (BSA), for example, which is known to track cop… [+3485 chars]",Microsoft Envisions a Blockchain-Based Bounty System to Catch Pirates,https://torrentfreak.com/microsoft-envisions-a-blockchain-based-bounty-system-to-catch-pirates-210815/,https://torrentfreak.com/images/eyes.jpg
2021-08-15,2021-08-15T09:01:00,,Motley Fool,newsfeedback@fool.com (Maurie Backman),"These days, a lot of people I know are investing in cryptocurrency. And I can totally understand why they're going that route.
There's a lot of money to potentially be made in cryptocurrency. In rec… [+2836 chars]",2 Reasons I Still Won't Invest in Cryptocurrency,https://www.fool.com/investing/2021/08/15/2-reasons-i-still-wont-invest-in-cryptocurrency/,https://g.foolcdn.com/editorial/images/639258/person-looking-at-laptop-screen_gettyimages-699086751.jpg
2021-08-15,2021-08-15T23:10:00,,MarketWatch,Mike Murphy,T-Mobile US Inc. confirmed Sunday that it is investigating claims that a hacker is attempting to sell the personal data of more than 100 million customers.Vices Motherboard first reported the inciden… [+1558 chars],: T-Mobile investigating claim of data breach affecting nearly all its U.S. customers,https://www.marketwatch.com/story/t-mobile-investigating-claim-of-data-breach-affecting-nearly-all-its-u-s-customers-11629069056,https://images.mktw.net/im-255827/social
