date,published_at,source_id,source_name,author,content,title,url,url_image
2021-08-12,2021-08-12T23:15:25,bbc-news,BBC News,https://www.facebook.com/bbcnews,"By Joe TidyCyber reporter 
""Follow the money"" - for generations it's been the mantra of investigators looking for criminals.
In the cyber-realm, this battle between criminals and the authorities ha… [+3786 chars]",The fiendish new trick cyber-criminals are using to evade capture,https://www.bbc.co.uk/news/technology-58176113,https://ichef.bbci.co.uk/news/1024/branded_news/9B34/production/_119023793_127aa0f4-9a39-4be2-822b-cdc5d71f0a67.jpg
2021-08-12,2021-08-12T04:02:00,reuters,Reuters,"Gertrude Chavez-Dreyfuss, Michelle Price","WASHINGTON (Reuters) - Hackers pulled off the biggest ever cryptocurrency heist on Tuesday, stealing $613 million in digital coins from token-swapping platform Poly Network, only to return $260 milli… [+4020 chars]",Explainer-How hackers stole $613 million in crypto tokens from Poly Network - Reuters,https://www.reuters.com/article/us-fintech-blockchain-polynetwork-cyber-idUSKBN2FD09P,https://static.reuters.com/resources/r/?m=02&d=20210812&t=2&i=1571688053&r=LYNXMPEH7B048&w=800
2021-08-12,2021-08-12T20:12:00,reuters,Reuters,Lisa Mattackal,"Aug 12 (Reuters) - Asset manager Neuberger Berman gave its Commodity Strategy Fund the green light to invest indirectly in cryptocurrencies, a regulatory filing showed.
The $164.4 million mutual fun… [+1068 chars]",Neuberger Berman's commodity fund to invest in cryptocurrency derivatives - Reuters,https://www.reuters.com/technology/neuberger-bermans-commodity-fund-invest-cryptocurrency-derivatives-2021-08-12/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=49
2021-08-12,2021-08-12T04:17:00,reuters,Reuters,"Gertrude Chavez-dreyfuss,Michelle Price","WASHINGTON, Aug 12 (Reuters) - Hackers pulled off the biggest ever cryptocurrency heist on Tuesday, stealing $613 million in digital coins from token-swapping platform Poly Network, only to return $2… [+4029 chars]",Explainer: How hackers stole $613 million in crypto tokens from Poly Network - Reuters,https://www.reuters.com/technology/how-hackers-stole-613-million-crypto-tokens-poly-network-2021-08-12/,https://www.reuters.com/resizer/nOykOK32OOyyi1mrHqq1d5oQTFg=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QFXJ5BZKJZKTJMDH65JS52NMLY.jpg
2021-08-12,2021-08-12T09:17:00,reuters,Reuters,Elizabeth Howcroft,"LONDON, Aug 12 (Reuters) - People care what their avatars are wearing.
When the virtual world Decentraland said in June users could make and sell their own clothing for avatars to wear on the site, … [+4819 chars]",Crypto fashion: why people pay real money for virtual clothes - Reuters,https://www.reuters.com/business/finance/crypto-fashion-why-people-pay-real-money-virtual-clothes-2021-08-12/,https://www.reuters.com/resizer/-R-tmg1gC1fgOasbhiVUQaDTg9w=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/DUEELDHCWFP4JD34TW2MD3QULE.jpg
2021-08-12,2021-08-12T09:00:00,reuters,Reuters,Elizabeth Howcroft,"LONDON, Aug 12 (Reuters) - People care what their avatars are wearing.
When the virtual world Decentraland said in June users could make and sell their own clothing for avatars to wear on the site, … [+4561 chars]",Crypto fashion: why people pay real money for virtual clothes - Reuters,https://www.reuters.com/article/fintech-nft-fashion-idUSL4N2PC3N4,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800
2021-08-12,2021-08-12T11:07:18,the-next-web,The Next Web,Ivan Mehta,"Hackers stealing cryptocurrency is a regularevent in the last couple of years. But in a bizarre incident, a hacker who stole $600 million worth of cryptocurrency earlier this week, returned $260 mill… [+1809 chars]",Hacker who stole $600M of crypto returns $260M… ’cos they don’t dig money?,https://thenextweb.com/news/hacker-stole-600m-crypto-returns-260m,https://img-cdn.tnwcdn.com/image/hardfork?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2021%2F08%2FMaxPixel.net-Cryptocurrency-Money-Ethereum-Eth-Coin-Digital-6286123-e1628755636840.jpg&signature=25a65b9f4598edc88945629c7faf401f
2021-08-12,2021-08-12T14:05:17,bbc-news,BBC News,https://www.facebook.com/bbcnews,"image captionPSG says it gave the star a 'large amount' of fan tokens
Football star Lionel Messi signed with Paris St-Germain (PSG) earlier this week after his shock exit from Barcelona. 
As part o… [+1560 chars]",Messi: What are the PSG fan tokens given to the footballer?,https://www.bbc.co.uk/news/world-58094912,https://ichef.bbci.co.uk/news/1024/branded_news/0209/production/_119912500_b5cd812c-d88a-4ece-b322-9343eb3ee8ca.jpg
2021-08-12,2021-08-12T16:30:00,,Entrepreneur,Ariel Shapira,"August
12, 2021
5 min read
Opinions expressed by Entrepreneur contributors are their own.
When Satoshi Nakamoto’s famous whitepaper came out in 2008, it gave the world something more than just th… [+5806 chars]",How Decentralized Can the Internet Get?,https://www.entrepreneur.com/article/379520,https://assets.entrepreneur.com/content/3x2/2000/1628522214-shutterstock-749922058.jpg
2021-08-12,2021-08-12T15:00:00,,Entrepreneur,Entrepreneur Store,"August
12, 2021
2 min read
Disclosure: Our goal is to feature products and services that we think you'll find interesting and useful. If you purchase them, Entrepreneur may get a small share of th… [+2013 chars]",How to Generate Passive Income Through the Cryptocurrency Market,https://www.entrepreneur.com/article/379787,https://assets.entrepreneur.com/content/3x2/2000/1628548976-Ent-CryptoWealthCreation.jpg
2021-08-12,2021-08-12T19:58:00,reuters,Reuters,"Gertrude Chavez-Dreyfuss, Tom Wilson","NEW YORK/LONDON (Reuters) -Hackers behind one of the biggest ever digital coin heists have now returned nearly all of the $610 million-plus they stole, Poly Network, the cryptocurrency platform targe… [+2747 chars]",'White hat' hacker returns most of $600 million crypto tokens taken -Poly Network - Reuters,https://www.reuters.com/article/us-fintech-blockchain-polynetwork-idUSKBN2FD1X0,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800
2021-08-12,2021-08-12T18:07:00,reuters,Reuters,Reuters,"NEW YORK, Aug 12 (Reuters) - Hackers behind one of the biggest ever digital coin heists have now returned nearly all of the $610 million-plus they took, the cryptocurrency platform targeted by the ha… [+403 chars]","""White Hat"" Hacker has returned nearly all of $600 million crypto tokens taken Tuesday -Poly Network - Reuters",https://www.reuters.com/technology/white-hat-hacker-has-returned-nearly-all-600-million-crypto-tokens-taken-tuesday-2021-08-12/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=49
2021-08-12,2021-08-12T10:43:00,reuters,Reuters,Tom Wilson,"LONDON, Aug 12 (Reuters) - Hackers behind one of the biggest ever digital coin heists have now returned over half of the $610 million-plus they stole, the cryptocurrency platform targeted by the hack… [+1392 chars]","Over half of crypto tokens stolen in $610 mln hack now returned, Poly Network says - Reuters",https://www.reuters.com/technology/over-half-crypto-tokens-stolen-610-mln-hack-now-returned-poly-network-says-2021-08-12/,https://www.reuters.com/resizer/LRyTVTgBVqs5peXm3fpgx0pr3rg=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HVOUHIUTLJOYJHYRJ7E64YFVGQ.jpg
