date,published_at,source_id,source_name,author,content,title,url,url_image
2021-08-11,2021-08-11T23:10:49,bbc-news,BBC News,https://www.facebook.com/bbcnews,"By Mary-Ann RussonBusiness reporter, BBC News
The hacker behind one of the largest ever cryptocurrency heists ever has returned almost half of the $600m (£433m) stolen assets.
Yesterday, blockchain… [+5117 chars]",Cryptocurrency heist hacker returns $260m in funds,https://www.bbc.co.uk/news/business-58180692,https://ichef.bbci.co.uk/news/1024/branded_news/10F22/production/_119901496_hacking1.jpg
2021-08-11,2021-08-11T23:21:53,the-globe-and-mail,The Globe And Mail,,Hackers stole hundreds of millions in digital assets from the obscure cryptocurrency platform Poly Network this week in a move crypto experts say shows the risky and experimental nature of an industr… [+6126 chars],"Poly Network crypto heist illustrates risky nature of industry, experts say - The Globe and Mail",https://www.theglobeandmail.com/business/article-poly-network-crypto-heist-illustrates-risky-nature-of-industry-experts/,https://www.theglobeandmail.com/resizer/PREDWQl3_XnjptH1rCVBu4rUm3A=/1200x0/filters:quality(80)/cloudfront-us-east-1.images.arcpublishing.com/tgam/VG2PKLT7CJGHTEYT4MIZB43B7I.jpg
2021-08-11,2021-08-11T21:32:03,vice-news,Vice News,"Mathew Di Salvo, Jordan Pearson","Hackers that stole roughly $600 million from decentralized finance (DeFi) project Poly Network today started returning the funds. And in yet another strange twist, they then asked for donations and b… [+2882 chars]","Hacker Returns Half of Stolen $600M In Cryptocurrency, Asks for Donations",https://www.vice.com/en/article/7kvqja/hacker-returns-half-of-stolen-dollar600m-in-cryptocurrency-asks-for-donations,https://video-images.vice.com/articles/61143fe96e90e6009b0287b6/lede/1628717407896-gettyimages-1175885065.jpeg?image-resize-opts=Y3JvcD0xeHc6MC43NDkzeGg7MHh3LDAuMDEyN3hoJnJlc2l6ZT0xMjAwOiomcmVzaXplPTEyMDA6Kg
2021-08-11,2021-08-11T09:00:51,,Fast Company,Bradley Tusk and Jon Sabol,"Because no one seems quite sure how to treat cryptocurrency, proposals to regulate it tend to pop up in unexpected places. The most recent is the federal infrastructure bill making its way through Co… [+6521 chars]",Turning the U.S. into a cryptocurrency powerhouse starts with smart policies,https://www.fastcompany.com/90664688/cryptocurrency-regulation-policies,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2021/08/p-1-cryptocurrency-regulation-policies.jpg"
2021-08-11,2021-08-11T10:46:37,,AppleInsider,news@appleinsider.com (William Gallagher),"Poly Network, the cryptocurrency interoperability protocol, says that it has been hacked and more than $600 million in assorted cryptocurrency was stolen. 
While individuals have attempted various c… [+1082 chars]",Cryptocurrency platform Poly Network hack steals $600 million,https://appleinsider.com/articles/21/08/11/cryptocurrency-platform-poly-network-hack-steals-600-million,https://photos5.appleinsider.com/gallery/43394-84331-bitcoin-pile-xl.jpg
2021-08-11,2021-08-11T12:46:00,business-insider,Business Insider,insider@insider.com (Michael Tattersall),"CoinDCX scored a $90 million Series C funding round led by investment firm B Capital amid surging cryptocurrency interest among consumers in India this year, per
 The Economic Times.
India has the … [+1550 chars]",Crypto exchange CoinDCX nets $90 million despite uncertain regulatory environment,https://www.businessinsider.com/coindcx-becomes-first-indian-crypto-unicorn-consumer-interest-rises-2021-8,https://i.insider.com/6113c3d640ea660018d70b9e?width=1200&format=jpeg
2021-08-11,2021-08-11T14:58:00,reuters,Reuters,Reuters Staff,"By Reuters Staff
LONDON, Aug 11 (Reuters) - Hackers have returned $258 million of stolen digital coins to Poly Network after stealing an estimated $600 million from the cryptocurrency platform, bloc… [+97 chars]","Hackers return $258 mln of stolen digital coins to Poly Network, blockchain tracker says - Reuters",https://www.reuters.com/article/fintech-blockchain-polynetwork-hack-idUSL8N2PI5RQ,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800
2021-08-11,2021-08-11T14:40:00,vice-news,Vice News,"Mathew Di Salvo, Jordan Pearson","On Tuesday the US Senate passed the Biden administration’s $1.2 trillion infrastructure package that, despite now heading for a fight in the House, could change cryptocurrency regulation as we know i… [+4994 chars]",Cryptocurrency Lost Big In Senate Infrastructure Bill Provision. Now What?,https://www.vice.com/en/article/4avpp3/cryptocurrency-lost-big-in-senate-infrastructure-bill-provision-now-what,https://video-images.vice.com/articles/6113dd327f784700940942f8/lede/1628692696602-gettyimages-1234611815.jpeg?image-resize-opts=Y3JvcD0xeHc6MC44NDI1eGg7MHh3LDAuMDMyNXhoJnJlc2l6ZT0xMjAwOiomcmVzaXplPTEyMDA6Kg
2021-08-11,2021-08-11T23:17:09,,HYPEBEAST,"info@hypebeast.com (HYPEBEAST), HYPEBEAST","On Tuesday, decentralized finance platform Poly Network reported that $600 million USD in various cryptocurrencies had been stolen by hackers, considered to be one of the largest cryptocurrency heist… [+1851 chars]",Hackers Stole Over $600M USD in Cryptocurrencies Before Returning Some of It the Next Day,https://hypebeast.com/2021/8/hacker-biggest-heist-cryptocurrency-history,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fhacker-biggest-heist-cryptocurrency-history-tw.jpg?w=960&cbr=1&q=90&fit=max
2021-08-11,2021-08-11T20:08:03,reuters,Reuters,Reuters Editorial,"Posted 
As the $600 million cryptocurrency heist Wednesday highlights the risks of decentralized finance, Gerber Kawasaki CEO Ross Gerber, whose firm buys digital currencies on behalf of its clients… [+87 chars]",Investing safely in cryptocurrencies - Reuters,https://www.reuters.com/video/watch/idOVEPUCP6Z,https://static.reuters.com/resources/r/?d=20210811&i=OVEPUCP6Z&r=OVEPUCP6Z&t=2
2021-08-11,2021-08-11T03:02:00,,MarketWatch,Mike Murphy,"Hackers have stolen more than $600 million in cryptocurrency from a protocol known as Poly Network which pleaded with the culprits to return their haul Tuesday.Dear hacker, an open letter from Poly N… [+1429 chars]",Crypto: Poly Network pleads for hackers to return assets after $611 million crypto heist,https://www.marketwatch.com/story/poly-network-pleads-for-hackers-to-return-assets-after-611-million-crypto-heist-11628650932,https://images.mktw.net/im-383659/social
2021-08-11,2021-08-11T09:14:32,business-insider,Business Insider,hrobertson@businessinsider.com (Harry Robertson),"US stock market investors are feeling optimistic about the economy.
Spencer Platt/Getty Images
US stock futures inched lower on Wednesday as investors awaited important inflation data that could in… [+2722 chars]",US futures dip while bond yields and the dollar climb ahead of key inflation data,https://markets.businessinsider.com/news/stocks/stock-market-today-us-futures-dollar-yields-july-cpi-inflation-2021-8,https://images2.markets.businessinsider.com/611388f2ad63f30019501aab?format=jpeg
