date,published_at,source_id,source_name,author,content,title,url,url_image
2021-08-06,2021-08-06T11:00:00,wired,Wired,Paul Ford,"When my wife started a little garden in our urban backyard, all I could think about were the worms. Also the bugs, and the dirt, which is of course filled with worms and bugs and composted corn cobs.… [+3499 chars]",A Field Guide for Nature-Resistant Nerds,https://www.wired.com/story/a-field-guide-for-nature-resistant-nerds-microchips-climate-change/,"https://media.wired.com/photos/61086c497b8c62be3062fe82/191:100/w_1280,c_limit/WI090121_MG_Ford_01.jpg"
2021-08-06,2021-08-06T19:35:42,,Entrepreneur,Entrepreneur en Español,"August
6, 2021
3 min read
This article was translated from our Spanish edition using AI technologies. Errors may exist due to this process.
Just as many recognize the child of the OXXO and many o… [+2239 chars]",Platzi revives MC Dinero in a commercial for his cryptocurrency classes,https://www.entrepreneur.com/article/379611,https://assets.entrepreneur.com/content/3x2/2000/1628278369-MCDinero-Platzi.jpg
2021-08-06,2021-08-06T18:24:00,,Entrepreneur,Entrepreneur en Español,"August
6, 2021
3 min read
This article was translated from our Spanish edition using AI technologies. Errors may exist due to this process.
Criptomonedas the boom in the last year and a half has … [+2473 chars]",JP Morgan changed his mind and went from criticizing Bitcoin to integrating it into his investment options,https://www.entrepreneur.com/article/379597,https://assets.entrepreneur.com/content/3x2/2000/1628274289-Ago6JPMorganBitcoininversionesfondocriptomonedas.jpg
2021-08-06,2021-08-06T19:56:24,vice-news,Vice News,"Ekin Genç, Jordan Pearson","Two competing amendments to the Senate’s infrastructure bill may shape the future of cryptocurrency in the United States as senators fight over who must be subject to new tax reporting requirements.… [+5406 chars]",The Future of Cryptocurrency Is Being Decided in Biden's Infrastructure Bill,https://www.vice.com/en/article/bvzbmw/the-future-of-cryptocurrency-is-being-decided-in-bidens-infrastructure-bill,https://video-images.vice.com/articles/610d908bedaf330093898768/lede/1628279593113-gettyimages-1234491289.jpeg?image-resize-opts=Y3JvcD0xeHc6MC44NDI1eGg7MHh3LDAuMDQwNnhoJnJlc2l6ZT0xMjAwOiomcmVzaXplPTEyMDA6Kg
2021-08-06,2021-08-06T04:15:00,,Gizmodo.com,Jody Serrano,"As if we didnt have enough scam-ridden cryptocurrency out in the world already, on Friday a new coin based on The Lord of the Rings will enter the market. But thats not the weirdest thing about JRR T… [+3043 chars]",Did Pippin from The Lord of Rings Just Promote a New Cryptocurrency Called ‘JRR Token’?,https://gizmodo.com/did-pippin-from-the-lord-of-rings-just-promote-a-new-cr-1847434477,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/4b41b13270f69515e880422867d918f8.jpg"
2021-08-06,2021-08-06T19:56:00,reuters,Reuters,Reuters,"Binance app is seen on a smartphone in this illustration taken, July 13, 2021. REUTERS/Dado Ruvic/IllustrationAug 6 (Reuters) - Brian Brooks, the U.S. chief of major cryptocurrency exchange Binance, … [+1035 chars]",Binance US CEO Brian Brooks resigns - Reuters,https://www.reuters.com/business/binance-us-ceo-brian-brooks-resigns-2021-08-06/,https://www.reuters.com/resizer/NhN-eFTvbsddTz7Hq7SDDciKXVQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GCL4JBQR4JKO7DM6OZEU3JVCK4.jpg
2021-08-06,2021-08-06T12:56:00,reuters,Reuters,Reuters,"Binance app is seen on a smartphone in this illustration taken, July 13, 2021. REUTERS/Dado Ruvic/Illustration/File PhotoHONG KONG, Aug 6 (Reuters) - Binance, one of the world's largest cryptocurrenc… [+1160 chars]",Cryptoexchange Binance to stop Hong Kong users trading derivatives - Reuters,https://www.reuters.com/technology/cryptoexchange-binance-stop-hong-kong-users-trading-derivatives-2021-08-06/,https://www.reuters.com/resizer/NhN-eFTvbsddTz7Hq7SDDciKXVQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GCL4JBQR4JKO7DM6OZEU3JVCK4.jpg
2021-08-06,2021-08-06T22:00:07,,CNET,Oscar Gonzalez,"Getty Images
Cryptocurrency fans view Bitcoin, Ethereum and Dogecoin as the future of money for the globe. The underlying blockchain technology allows crypto to work by creating a digital ledger tha… [+7281 chars]",Cryptocurrency pump-and-dump schemes: Everything you should know about these scams - CNET,https://www.cnet.com/personal-finance/investing/cryptocurrency-pump-and-dump-schemes-everything-you-should-know-about-these-scams/,https://www.cnet.com/a/img/8BbIHtexWHnd4Z6uZ1xs3j5TeiY=/1200x630/2021/07/23/fd1f2c12-d828-4d67-a652-c16e79a9dbc5/gettyimages-1163756528.jpg
2021-08-06,2021-08-06T06:05:00,reuters,Reuters,Alun John,"HONG KONG (Reuters) - Asian shares lost ground on Friday despite gains on Wall Street, as the spread of the Delta variant of the coronavirus across the region heightened worries about its economic re… [+3501 chars]",GLOBAL MARKETS-Asian shares dip as Delta variant threatens growth - Reuters,https://www.reuters.com/article/us-global-markets-idUSKBN2F707J,https://static.reuters.com/resources/r/?m=02&d=20210806&t=2&i=1571143072&r=LYNXMPEH75036&w=800
2021-08-06,2021-08-06T06:15:00,reuters,Reuters,Alun John,"Investors sit in front of a board showing stock information at a brokerage house on the first day of trade in China since the Lunar New Year, in Hangzhou, Zhejiang province, China February 3, 2020. C… [+3673 chars]",Asian shares dip as Delta variant threatens growth - Reuters,https://www.reuters.com/world/china/global-markets-wrapup-2-2021-08-06/,https://www.reuters.com/resizer/369mpgp_IFWwDGT4TFZ3p7W0u-o=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/4IGJKJEO4VJULGFPX3EDXM55WY.jpg
2021-08-06,2021-08-06T08:04:00,reuters,Reuters,"Lawrence White, Alun John","* European, Asian shares fall 0.1%
* Thai baht leads FX falls on rising Delta cases
* U.S. jobs report due 1230 GMT, hoped to be robust
LONDON/HONG KONG, Aug 6 (Reuters) - Stocks and emerging mark… [+2950 chars]","GLOBAL MARKETS-Markets eye US jobs report as stocks, FX dip on delta blues - Reuters",https://www.reuters.com/article/global-markets-idUSL1N2PD0H7,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800
2021-08-06,2021-08-06T08:08:00,reuters,Reuters,"Lawrence White,Alun John","LONDON/HONG KONG, Aug 6 (Reuters) - Stocks and emerging markets currencies edged down on Friday and oil headed for its biggest weekly loss since March, as nervousness over the spread of the COVID-19 … [+3029 chars]","Markets eye US jobs report as stocks, FX dip on delta blues - Reuters",https://www.reuters.com/world/china/global-markets-wrapup-3-pix-2021-08-06/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=48
2021-08-06,2021-08-06T20:14:00,reuters,Reuters,Lawrence Delevingne,"BOSTON (Reuters) - A positive jobs report drove U.S. stocks modestly higher Friday, but a parallel rise in Treasury yields signaled a downside: the good news could push the Federal Reserve to curtail… [+3406 chars]","Global Markets: Wall Street muted on jobs growth as taper, Delta fears weigh - Reuters",https://www.reuters.com/article/global-markets-int-idUSKBN2F72DH,https://static.reuters.com/resources/r/?m=02&d=20210806&t=2&i=1571231951&r=LYNXMPEH7517X&w=800
2021-08-06,2021-08-06T19:36:00,reuters,Reuters,David Henry,"NEW YORK, Aug 6 (Reuters) - The dollar rose sharply on Friday, boosted by a strong U.S. jobs report toward its biggest weekly gain in seven weeks.
The report showed jobs grew more than expected in J… [+3531 chars]",Dollar rallies toward biggest weekly gain since June - Reuters,https://www.reuters.com/business/dollar-rallies-toward-biggest-weekly-gain-since-june-2021-08-06/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=48
2021-08-06,2021-08-06T08:23:41,,MacRumors,Tim Hardwick,"Popular cryptocurrency exchange Coinbase has announced that it is now allowing traders to use Apple Pay to purchase crypto assets on the platform.
""Today, we're introducing new and seamless ways to … [+1011 chars]",Coinbase Users Can Now Buy Crypto Assets Using Apple Pay,https://www.macrumors.com/2021/08/06/coinbase-buy-crypto-apple-pay/,https://images.macrumors.com/t/iYNWwCbYcfl3XuhV_aM4wAmuAvU=/1600x/http://images.macrumors.com/article-new/2017/12/coinbase.jpg
2021-08-06,2021-08-06T13:00:00,vice-news,Vice News,"Ekin Genç, Jordan Pearson","A small New York town near the Canadian border has placed a 90-day moratorium on Bitcoin mining due to aesthetic reasons.
The Massena town board on Wednesday approved the moratorium, as drafted on J… [+3043 chars]",Town Puts 90-Day Ban on New Bitcoin Mines Because They're 'Unsightly',https://www.vice.com/en/article/4avpdp/town-puts-90-day-ban-on-new-bitcoin-mines-because-theyre-unsightly,https://video-images.vice.com/articles/610c5555189f8f00941010d0/lede/1628198985617-gettyimages-1184520932.jpeg?image-resize-opts=Y3JvcD0xeHc6MC44NDI1eGg7MHh3LDAuMDg1MXhoJnJlc2l6ZT0xMjAwOiomcmVzaXplPTEyMDA6Kg
2021-08-06,2021-08-06T08:02:06,,HYPEBEAST,"info@hypebeast.com (HYPEBEAST), HYPEBEAST","Earlier this month, it was reported that a single Ethereum whale purchased $6 million USD worth of CryptoPunks, around one percent of the entire collection. The move was part of a recent eruption in … [+922 chars]",The Most Affordable CryptoPunk is Now Worth More than Six Figures,https://hypebeast.com/2021/8/cheapest-cryptopunk-100000-usd-ethereum-news,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fcheapest-cryptopunk-100000-usd-ethereum-news-tw.jpg?w=960&cbr=1&q=90&fit=max
2021-08-06,2021-08-06T19:19:39,,HYPEBEAST,"info@hypebeast.com (HYPEBEAST), HYPEBEAST","CryptoPunks a collection of 10,000 unique characters on the Ethereum blockchain and similar digital assets can now be “rented” and “lent” out through a new non-fungible token (NFT) rentals protocol c… [+1839 chars]",CryptoPunk Owners Can Now 'Rent Out' Their Avatars,https://hypebeast.com/2021/8/cryptopunk-rental-protocol-nft-ethereum-blockchain-renft,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fcryptopunk-rental-protocol-nft-ethereum-blockchain-renft-TW.jpg?w=960&cbr=1&q=90&fit=max
2021-08-06,2021-08-06T12:14:16,,The Guardian,Joan E Greve in Washington and agencies,"Nearing decision time, senators were struggling to wrap up work on the bipartisan infrastructure plan despite hopes to expedite consideration and voting on the nearly $1tn proposal.
The package had … [+5060 chars]",Senate aims to finish $1tn infrastructure bill on Saturday after late-night snag,https://amp.theguardian.com/us-news/2021/aug/06/us-senate-infrastructure-bill-saturday,https://i.guim.co.uk/img/media/9effa8573af39d2af9ea8a31c692a4b737384bf9/0_64_3687_2212/master/3687.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=fc4745b6a14ab945d55e6cb1eb0e17a4
2021-08-06,2021-08-06T09:48:13,,AppleInsider,news@appleinsider.com (William Gallagher),"Coinbase now supports Apple Pay when buying cryptocurrency, meaning that users can buy with debit cards that are linked to Apple's system.
Coinbase began supporting Apple Pay Following its move in J… [+1016 chars]",Apple Pay users can now buy cryptocurrency with Coinbase,https://appleinsider.com/articles/21/08/06/apple-pay-users-can-now-buy-cryptocurrency-with-coinbase,https://photos5.appleinsider.com/gallery/42310-82108-Coinbase-Card-Apple-Pay-xl.jpg
2021-08-06,2021-08-06T11:07:00,,Motley Fool,newsfeedback@fool.com (Zhiyuan Sun),"Chainlink (CRYPTO:LINK) has been an amazing token during the cryptocurrency mania. Had you invested just $1,000 in its initial coin offering in Sept. 2017, your investment would be worth $178,183 tod… [+3382 chars]",Is Now the Time to Go All in on Chainlink?,https://www.fool.com/investing/2021/08/06/is-now-the-time-to-go-all-in-on-chainlink/,https://g.foolcdn.com/editorial/images/635506/gettyimages-1208690329.jpg
2021-08-06,2021-08-06T13:22:38,,Entrepreneur,Entrepreneur Staff,"August
6, 2021
2 min read
Apple Inc. announced Thursday that it’s implementing a new system to check iPhone images before they’re uploading to the iCloud storage service to be sure no images match… [+1311 chars]",Apple Will Now Monitor iPhone and iCloud Pictures for Child Abuse,https://www.entrepreneur.com/article/379542,https://assets.entrepreneur.com/content/3x2/2000/1628256142-GettyImages-1323979778.jpg
2021-08-06,2021-08-06T14:49:21,,Rolling Stone,Claire Shaffer,"Method Man is launching his own comics universe, titled Tical World, via NFT. The first installment of the rapper’s anthology series, “Part 1: The Origin,” features original characters, animations, a… [+1118 chars]",Method Man Launches Comic Series in His First-Ever NFT,https://www.rollingstone.com/music/music-news/method-man-tical-world-comic-series-nft-1208597/,https://www.rollingstone.com/wp-content/uploads/2021/08/method-man.jpeg
