date,published_at,source_id,source_name,author,content,title,url,url_image
2021-08-02,2021-08-02T20:10:00,reuters,Reuters,Gertrude Chavez-dreyfuss,"A representation of the virtual cryptocurrency Bitcoin is seen in this picture illustration taken June 14, 2021. REUTERS/Edgar Su/Illustration/FilesNEW YORK, Aug 2 (Reuters) - Cryptocurrency investme… [+2265 chars]","Crypto sector sees outflows for 4th week in a row, CoinShares data shows - Reuters",https://www.reuters.com/business/finance/crypto-sector-sees-outflows-4th-week-row-coinshares-data-shows-2021-08-02/,https://www.reuters.com/resizer/lmbIm3yyzD-3zaKlFvxHzYrSWHw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KEMQM7X26VP4DOPR5PQ5ODM4HY.jpg
2021-08-02,2021-08-02T15:56:45,the-verge,The Verge,Makena Kelly,"It includes billions for broadband expansion
On Sunday, a bipartisan group of senators released their over $1 trillion infrastructure package after weeks of negotiations. As written, the bill author… [+2103 chars]",Senate negotiators release bipartisan infrastructure bill,https://www.theverge.com/2021/8/2/22605917/senate-negotiators-bipartisan-infrastructure-broadband-electric-vehicles-cryptocurrency,https://cdn.vox-cdn.com/thumbor/-Ptu6iB68qfRKYKUVKjMYIbneG4=/0x287:4000x2381/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22756143/1234273799.jpg
2021-08-02,2021-08-02T10:53:05,vice-news,Vice News,"Rimal Farrukh, Sahar Habib Ghazi","After a fight with his best friend, an embittered Asif Raza decided to get even by creating a Facebook post denouncing their friendship. 
With some rudimentary photo editing, the resident of Pakista… [+3372 chars]","The Viral Friendship Break Up Meme Just Sold For $51,530",https://www.vice.com/en/article/m7ek5v/viral-friendship-break-up-meme-sold-nft-pakistan,https://video-images.vice.com/articles/6107c1797fa5040095bf7cc9/lede/1627899817766-friendship-ended-with-mudasir.jpeg?image-resize-opts=Y3JvcD0xeHc6MC43MjF4aDsweHcsMC4wMTZ4aCZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio
2021-08-02,2021-08-02T10:53:05,vice-news,Vice News,"Rimal Farrukh, Sahar Habib Ghazi","After a fight with his best friend, an embittered Asif Raza decided to get even by creating a Facebook post denouncing their friendship. 
With some rudimentary photo editing, the resident of Pakista… [+3372 chars]","The Viral Friendship Break Up Meme Just Sold For $51,530",https://www.vice.com/en/article/m7ek5v/viral-friendship-break-up-meme-sold-,https://video-images.vice.com/articles/6107c1797fa5040095bf7cc9/lede/1627899817766-friendship-ended-with-mudasir.jpeg?image-resize-opts=Y3JvcD0xeHc6MC43MjF4aDsweHcsMC4wMTZ4aCZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio
2021-08-02,2021-08-02T04:16:41,,HYPEBEAST,"info@hypebeast.com (HYPEBEAST), HYPEBEAST",CryptoPunks have seen a resurgence once again after this weekend’s Ethereum whale frenzy. HYPEBEAST recently reported that a single Ethereum whale has driven up the price of CryptoPunks by shelling o… [+1318 chars],CryptoPunk Prices See 53% Increase After Ethereum Whales' Purchase Frenzy,https://hypebeast.com/2021/8/cryptopunk-price-rises-after-ethereum-whales-purchase-frenzy,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fcryptopunk-price-rises-after-ethereum-whales-purchase-frenzy-tw.jpg?w=960&cbr=1&q=90&fit=max
2021-08-02,2021-08-02T12:50:31,techcrunch,TechCrunch,Mike Butcher,"With the rise of Open Banking, Psd2 Regulation, InsurTech, and the whole, general Fintech boom, tech investors have realized that there is an increasing place for dedicated funds which double down on… [+2364 chars]",Element Ventures pulls in $130M to double-down on the FinTech enterprise trend,http://techcrunch.com/2021/08/02/element-ventures-pulls-in-130m-to-double-down-on-the-fintech-enterprise-trend/,https://techcrunch.com/wp-content/uploads/2021/08/EDITED-ELEMENT-TEAM-SHOT-WITH-NAMES-2.jpg?w=706
2021-08-02,2021-08-02T00:00:00,,The Economist,The Economist,"THE RECENT expansion of the crypto-universe is a thing of wonder. Only a year ago there were about 6,000 currencies listed on CoinMarketCap, a website. Today there are 11,145. Their combined market c… [+9082 chars]",What if bitcoin went to zero?,https://www.economist.com/finance-and-economics/2021/08/02/what-if-bitcoin-went-to-zero,https://www.economist.com/img/b/1280/720/90/sites/default/files/images/2021/08/articles/main/20210807_fnd001_0.jpg
2021-08-02,2021-08-02T20:12:28,,Penny Stocks,J Dylan,"August
2, 2021
6 min read
This story originally appeared on PennyStocks3 Robinhood Penny Stocks For Your August Watchlist 
Today, both penny stocks and blue chips climbed as a new month set in, a… [+6468 chars]",Best Robinhood Penny Stocks to Watch in August 2021,https://pennystocks.com/featured/2021/08/02/best-robinhood-penny-stocks-watch-august-2021/,https://assets.entrepreneur.com/providers/pennystocks/hero-image-pennystocks-379124.jpeg
2021-08-02,2021-08-02T05:05:41,,Morning Brew,Andrew Nusca,"Im in the backseat of an Uber, or maybe its a Lyft, I dunno. Its 2014. Im in San Francisco on a business trip. The drivers English is spotty, and the best I can offer is faded French, so the gabbing … [+3764 chars]",It's time to care about cryptocurrency - Morning Brew,https://www.morningbrew.com/daily/stories/2021/08/02/time-care-cryptocurrency,https://oslo-production.s3.amazonaws.com/uploads/medium/asset/4404/bitcoin_magic.jpg
2021-08-02,2021-08-02T21:32:00,reuters,Reuters,Reuters,"A view of the U.S. Capitol Building in Washington, D.C., U.S. December 21, 2020. REUTERS/Ken CedenoWASHINGTON, Aug 2 (Reuters) - The U.S. Senate pushed ahead on Monday with a roughly $1 trillion bipa… [+1451 chars]",Factbox: What's in the U.S. Senate's bipartisan $1 trillion infrastructure bill? - Reuters,https://www.reuters.com/world/us/whats-us-senates-bipartisan-1-trillion-infrastructure-bill-2021-08-02/,https://www.reuters.com/resizer/IWeRkl-iFfNfQ0t_62e8Nr42oEA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/NZXLJAIK5RIODJCMKWOBVJN7PA.jpg
