date,published_at,source_id,source_name,author,content,title,url,url_image
2021-08-03,2021-08-03T05:50:46,reuters,Reuters,Lisa Mattackal,"Representations of cryptocurrencies Bitcoin and Ethereum are placed on PC motherboard in this illustration taken, June 29, 2021. REUTERS/Dado Ruvic/IllustrationAug 3 (Reuters) - The Ethereum platform… [+2412 chars]","Upgrades, ESG, DeFi usage to help ether outpace bitcoin: Pantera Capital - Reuters",https://www.reuters.com/technology/upgrades-esg-defi-usage-help-ether-outpace-bitcoin-pantera-capital-2021-08-03/,https://www.reuters.com/resizer/By5o9E8NDdOJpgM7cwR-NkTRl7k=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZWIIX4554NNPTPHLLVWKT6FBZA.jpg
2021-08-03,2021-08-03T20:49:00,reuters,Reuters,Salim Essaid,"* Migrants face high fees, long wait times to send money
* UAE is second-largest global sender of remittances
* Regulations on crypto assets still needed, experts say (Adds MidChains quote pars 22-… [+5895 chars]",UPDATE 1-Cryptocurrency promise for UAE's unbanked migrants - but not yet - Reuters,https://www.reuters.com/article/emirates-tech-migrants-idUSL8N2PA7UG,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800
2021-08-03,2021-08-03T13:09:00,reuters,Reuters,Gertrude Chavez-dreyfuss,"A Chinese flag is seen among representations of Bitcoin and other cryptocurrencies in this illustration picture taken June 2, 2021. REUTERS/Florence Lo/IllustrationNEW YORK, Aug 3 (Reuters) - Chinese… [+2322 chars]","Chinese crypto addresses sent $2.2 bln to scams, darknets in 2019-2021 -report - Reuters",https://www.reuters.com/technology/chinese-crypto-addresses-sent-22-bln-scams-darknets-2019-2021-report-2021-08-03/,https://www.reuters.com/resizer/26ae1UhxQZg_zQrFfZRgs4k6O9I=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/4EFXG2G5A5M5FNB65GBM5FFLEU.jpg
2021-08-03,2021-08-03T19:11:37,,The Guardian,Reuters,"The chair of the US Securities and Exchange Commission (SEC) has called on Congress to give the agency more authority to police cryptocurrency trading, lending and platforms, a wild west he said was … [+1878 chars]","Let us regulate ‘wild west’ of cryptocurrency, SEC chair urges",https://amp.theguardian.com/technology/2021/aug/03/cryptocurrency-sec-regulation,https://i.guim.co.uk/img/media/78d9acb1c8da52a39aca0d180ea08ddfe7124f7f/0_102_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=70b766236c53206e4b538adfe7953efb
2021-08-03,2021-08-03T18:55:00,,Motley Fool,newsfeedback@fool.com (Rich Smith),"What happened
It's Tuesday, and cryptocurrency prices are still falling.
As of 2:50 p.m. here's how prices look for several of the biggest names in cryptocurrency: 
<ul><li>Industry bellwether Bit… [+2388 chars]","Why Bitcoin, Ethereum, and Other Cryptocurrencies Are Still Falling",https://www.fool.com/investing/2021/08/03/why-bitcoin-other-cryptocurrencies-keep-falling/,https://g.foolcdn.com/editorial/images/636784/round-bitcoin-overlaid-on-a-falling-stock-chart.jpg
2021-08-03,2021-08-03T13:02:00,reuters,Reuters,Gertrude Chavez-Dreyfuss,"NEW YORK, Aug 3 (Reuters) - Chinese cryptocurrency addresses sent more than $2.2 billion worth of digital tokens to addresses tied to illegal activity such as scams and darknet operations between Apr… [+2100 chars]","Chinese crypto addresses sent $2.2 bln to scams, darknets in 2019-2021 -report - Reuters",https://www.reuters.com/article/fintech-crypto-chainalysis-idUSL1N2P91WK,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800
2021-08-03,2021-08-03T16:26:00,reuters,Reuters,Katanga Johnson,"WASHINGTON, Aug 3 (Reuters) - The chair of the U.S. Securities and Exchange Commission (SEC) on Tuesday called on Congress to give the agency more authority to better police cryptocurrency trading, l… [+2124 chars]",U.S. SEC Chair Gensler calls on Congress to help rein in crypto 'Wild West' - Reuters,https://www.reuters.com/technology/us-sec-chair-gensler-calls-congress-help-rein-crypto-wild-west-2021-08-03/,https://www.reuters.com/resizer/t0SesuRr-s0MPQclmHaiemlk-_Y=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/BFUXSED2R5PHHGNCXXAJI46JCI.jpg
2021-08-03,2021-08-03T20:07:50,business-insider,Business Insider,insider@insider.com (Carla Mozée),"Lucas Jackson/Reuters
US stocks finished higher Tuesday as companies turned in more earnings reports that outstripped expectations, helping the market overcome earlier weakness drawn from ongoing co… [+2734 chars]",Dow jumps 278 points as earnings optimism overtakes economic growth concerns,https://markets.businessinsider.com/news/stocks/stock-market-news-today-dow-earnings-growth-economy-nasdaq-sp500-2021-8,https://images2.markets.businessinsider.com/5f5fb4a0323fc4001e0d6132?format=jpeg
2021-08-03,2021-08-03T12:54:25,,AppleInsider,news@appleinsider.com (Malcolm Owen),"The new head of the SEC, Chair Gary Gensler, wants to protect cryptocurrency investors from fraud and believes that changes in investment laws will be needed soon.
Cryptocurrencies are a hot-button … [+2573 chars]",SEC chief wants more scrutiny & regulation of cryptocurrencies,https://appleinsider.com/articles/21/08/03/sec-chief-wants-more-scrutiny-regulation-of-cryptocurrencies,https://photos5.appleinsider.com/gallery/43559-84694-40314-77792-BTC-Andre-Francois-McKenzie-xl-xl.jpg
2021-08-03,2021-08-03T17:03:00,,MarketWatch,Chris Matthews,Securities and Exchange Commission Chairman Gary Gensler on Tuesday warned that new regulations are needed on cryptocurrencies and digital assets in order to protect U.S. national security. This asse… [+2290 chars],"Capitol Report: SEC Chair Gensler says crypto ‘rife with fraud, scams and abuses,’ threatens national security",https://www.marketwatch.com/story/sec-chair-gensler-says-crypto-rife-with-fraud-scams-and-abuses-threatens-national-security-11628010216,https://images.mktw.net/im-287023/social
