date,published_at,source_id,source_name,author,content,title,url,url_image
2021-08-16,2021-08-16T20:18:44,business-insider,Business Insider,egraffeo@businessinsider.com (Emily Graffeo),"Jakub Porzycki/NurPhoto via Getty Images
Trade volumes on NFT marketplace OpenSea have soared in the last month as the craze for non-fungible tokens continues. 
OpenSea has done $1.22 billion (or 3… [+1112 chars]",Trade volumes on OpenSea have surged nearly 950% in the last month as the NFT craze continues stronger than ever,https://markets.businessinsider.com/news/currencies/opensea-trade-volumes-nft-ether-solana-alcoin-a16z-funding-strong-2021-8,https://images2.markets.businessinsider.com/611abc2fc040ad0018ce898d?format=jpeg
2021-08-16,2021-08-16T14:46:29,,Entrepreneur,Entrepreneur Staff,"August
16, 2021
1 min read
Walmart is hiring for a new position, according to its careers website: A digital currency and cryptocurrency product lead. 
The Digital Currency/Cryptocurrency lead wi… [+793 chars]",Walmart Taking a Big Step Toward Cryptocurrency,https://www.entrepreneur.com/article/380327,https://assets.entrepreneur.com/content/3x2/2000/1629125155-GettyImages-93394203.jpg
2021-08-16,2021-08-16T14:56:41,business-insider,Business Insider,cshumba@insider.com (Camomile Shumba ),"Walmart increased paper towel prices.
Mel Melcon / Los Angeles Times via Getty Images
Walmart is looking to hire a senior director to lead its digital currency strategy, it said in a job posting Su… [+1800 chars]",Walmart is looking to hire someone to lead crypto and digital currency just weeks after Amazon posted a similar job offering,https://markets.businessinsider.com/news/currencies/walmart-wants-to-hire-a-crypto-lead-after-amazon-posted-its-own-ad-2021-8,https://images2.markets.businessinsider.com/611a69a0c040ad0018ce6fa4?format=jpeg
2021-08-16,2021-08-16T20:34:00,,Entrepreneur,Entrepreneur en Español,"August
16, 2021
2 min read
This article was translated from our Spanish edition using AI technologies. Errors may exist due to this process.
Investor and owner of the Dallas Mavericks basketball … [+1541 chars]",Mark Cuban says Dogecoin is the 'strongest' cryptocurrency and Elon Musk responds,https://www.entrepreneur.com/article/380381,https://assets.entrepreneur.com/content/3x2/2000/1629145857-Doge-Elon-Vs-Cuban-.jpg
2021-08-16,2021-08-16T20:26:39,techcrunch,TechCrunch,Lucas Matney,Twitter’s ambitious upstart decentralized social media working group “bluesky” took an important step Monday as the social media company appointed a formal project lead who will direct how the protoc… [+2516 chars],Twitter taps crypto developer to lead ‘bluesky’ decentralized social network effort,http://techcrunch.com/2021/08/16/twitter-taps-crypto-developer-to-lead-bluesky-decentralized-social-network-effort/,https://techcrunch.com/wp-content/uploads/2021/02/GettyImages-1060707434.jpg?w=599
2021-08-16,2021-08-16T17:25:00,,Slashdot.org,msmash,"The position will be responsible for ""developing the digital currency strategy and product roadmap"" and identifying ""crypto-related investment and partnerships,"" according to a job posting Sunday on … [+744 chars]",Walmart Seeks Crypto Expert To Oversee Digital Currency Push,https://slashdot.org/story/21/08/16/1714237/walmart-seeks-crypto-expert-to-oversee-digital-currency-push,https://a.fsdn.com/sd/topics/bitcoin_64.png
2021-08-16,2021-08-16T12:33:02,,CNBC,Peter Schacknow,"Dow futures fell more than 110 points to start the week, with investors concerned about potential slow growth in China as a sign of global economic weakness. Retail sales in China rose at an 8.5% cli… [+4373 chars]",What to watch today: Markets look lower on concerns over China growth and Fed taper - CNBC,https://www.cnbc.com/2021/08/16/what-to-watch-today-markets-look-lower-on-concerns-over-china-growth-and-fed-taper.html,https://image.cnbcfm.com/api/v1/image/106924694-1628609277284-trader.jpg?v=1628613125
2021-08-16,2021-08-16T19:45:15,,Android Authority,Calvin Wankhede,"Cryptocurrencies such as Bitcoin and Ethereum are often praised for their ability to transfer value across international borders. Even though theyre a decade old at this point, almost all digital ass… [+12813 chars]",What is USD Coin? Is USDC a safer stablecoin bet than Tether?,https://www.androidauthority.com/what-is-usdc-2728120/,https://cdn57.androidauthority.net/wp-content/uploads/2021/07/USDC-USD-Coin-stock-1.jpg
2021-08-16,2021-08-16T17:23:57,business-insider,Business Insider,cshumba@insider.com (Camomile Shumba ),"Westend61/Getty Images
Crypto is proving attractive to marginalized groups in the US who feel traditional financial institutions shun or take advantage of them, USA Today reported, citing data from … [+2118 chars]","Crypto's reputation as a bank-free zone is pulling in LGBTQ and Black Americans who want to build wealth, report says",https://markets.businessinsider.com/news/currencies/crypto-draws-in-lgbtq-and-black-americans-who-feel-excluded-by-banks-2021-8,https://images2.markets.businessinsider.com/6047c32144d8e300117b9e45?format=jpeg
2021-08-16,2021-08-16T18:14:47,the-times-of-india,The Times of India,Sachin Dave,"After cryptocurrencies, the non-fungible token or NFT has attracted the taxmans attention as any purchase of the blockchain digital file will attract equalisation levy and goods and services tax (GST… [+1760 chars]","Double tax for NFTs: Deals may attract GST, equalisation levy",https://economictimes.indiatimes.com/news/economy/finance/double-tax-for-nfts-deals-may-attract-gst-equalisation-levy/articleshow/85389645.cms,"https://img.etimg.com/thumb/msid-85389629,width-1070,height-580,imgsize-233755,overlay-etmarkets/photo.jpg"
